Engine rpm;Lub oil pressure;Fuel pressure;Coolant pressure;lub oil temp;Coolant temp;Engine Condition
1287;3.286.073.762;713.994.957;2.105.502.958;7.812.338.394;6.931.268.946;1
816;2.436.999.013;6.038.875.345;3.142.481.314;8.305.158.074;7.748.899.247;1
576;5.255.375.966;6.575.026.884;4.963.053.286;7.809.184.626;820.509.277;1
663;2.061.800.447;2.576.128.395;2.589.570.923;7.677.568.918;8.032.849.128;0
618;267.166.374;8.093.854.184;3.268.166.535;7.645.345.908;7.471.762.082;0
683;2.755.612.761;7.975.002.444;2.411.195.598;765.756.606;7.919.092.416;1
1040;3.461.505.161;4.139.768.258;2.731.334.137;8.707.497.522;8.720.533.434;0
393;4.934.205.882;6.977.568.342;221.504.346;7.760.973.751;9.035.016.677;1
886;2.927.887.075;2.861.635.221;2.821.934.299;7.689.397.945;7.956.276.411;0
704;5.113.213.312;5.010.775.528;3.202.848.648;7.731.340.117;7.705.053.177;1
863;2.152.188.661;4.195.237.514;1.631.509.391;7.784.001.513;8.810.136.856;0
948;2.597.528.211;4.399.043.513;128.447.304;7.714.793.436;7.753.867.227;1
766;2.686.738.821;8.367.201.804;1.454.911.565;7.909.763.135;7.161.800.609;1
899;1.874.251.193;5.357.395.038;2.744.834.188;7.257.209.139;7.462.792.718;0
653;2.366.790.139;5.265.102.927;142.322.502;7.747.413.483;8.172.582.043;1
597;4.153.569.219;5.569.670.924;1.586.111.944;7.393.928.349;7.139.034.958;0
477;2.917.136.533;7.350.130.534;1.690.907.525;7.436.082.159;7.016.059.642;1
552;2.083.828.519;4.682.351.543;1.419.068.434;7.765.465.848;8.084.542.263;0
927;2.126.986.459;6.484.975.983;2.947.084.568;7.649.188.194;7.977.592.938;1
744;2.587.809.262;6.700.448.392;1.700.700.868;7.633.152.001;7.460.676.244;0
768;233.138.148;6.871.346.215;2.546.188.412;7.508.759.533;6.824.353.424;1
452;243.074.045;7.197.301.226;2.534.863.998;7.852.653.466;7.674.256.338;1
571;4.051.955.304;9.153.942.781;1.459.597.687;7.702.933.426;7.361.603.298;1
630;5.085.178.827;9.249.341.666;2.661.180.915;7.549.329.268;8.128.177.937;1
887;2.755.392.437;6.323.620.103;2.626.843.563;7.780.394.079;6.738.631.088;1
1078;367.306.677;581.090.004;1.877.719.199;8.542.920.495;8.274.237.563;0
607;529.192.907;8.083.908.848;4.189.847.562;7.567.087.275;7.756.664.125;1
569;2.591.700.192;4.000.904.058;4.331.501.125;7.624.848.524;7.542.990.749;1
557;201.239.879;6.044.258.009;2.236.404.826;8.221.990.668;7.384.138.227;1
566;2.309.044.212;5.711.440.094;2.768.085.096;7.531.536.911;8.001.388.298;1
755;2.376.351.397;6.166.662.563;3.170.600.551;8.358.570.259;7.303.873.482;0
838;2.819.517.528;4.464.310.564;6.470.824.872;7.680.175.622;7.194.467.882;0
501;3.888.844.545;5.557.273.273;4.794.704.028;7.544.364.512;712.346.455;1
540;1.915.083.719;5.478.061.298;1.835.024.823;7.814.283.206;8.245.704.289;1
511;5.546.694.119;1.162.297.759;1.943.826.298;7.362.765.187;8.616.287.484;1
708;2.568.802.165;137.308.259;3.894.865.809;7.421.506.456;8.072.504.515;1
683;2.875.139.009;5.473.387.729;2.528.819.367;77.273.537;8.657.201.545;0
1233;4.195.883.587;45.729.261;2.853.887.041;8.235.370.488;8.552.116.086;1
1292;4.712.807.801;1.732.485.569;2.274.690.461;7.753.751.399;8.222.389.299;1
1149;4.026.815.374;4.837.284.714;1.168.941.593;7.530.195.155;8.348.554.349;1
917;5.204.673.872;5.877.944.866;1.338.710.124;7.695.590.991;7.592.277.872;0
454;2.327.992.903;1.040.244.545;1.597.703.701;7.513.187.179;6.730.905.275;1
1070;273.668.835;6.128.955.693;1.686.794.762;7.723.429.607;8.762.481.534;1
963;3.810.438.624;1.497.374.549;0.803233548;7.819.547.711;7.641.911.863;0
861;3.097.753.174;6.762.214.375;2.037.372.734;7.785.544.733;739.731.731;1
922;2.307.192.335;4.761.911.424;1.384.798.264;7.435.066.879;7.554.142.207;0
886;3.287.164.525;4.897.201.488;2.049.110.003;750.565.474;7.483.728.978;0
631;3.182.612.614;3.824.429.285;3.040.963.641;7.759.435.678;7.571.723.071;1
1149;3.906.857.754;5.360.568.717;2.361.629.295;7.736.118.891;7.736.677.235;1
459;1.904.203.197;6.251.307.575;154.212.355;7.225.759.443;8.409.479.595;1
782;2.725.019.116;6.397.499.225;3.064.008.785;7.590.012.414;7.109.719.828;1
671;304.619.645;2.084.852.883;1.917.109.246;7.692.523.318;7.855.975.262;0
1264;2.461.756.134;4.891.027.856;0.873758085;8.428.674.068;8.142.232.775;0
1470;2.957.603.961;7.951.829.321;4.786.932.673;8.743.923.651;7.890.621.572;0
764;1.901.425.176;7.515.204.715;3.073.447.322;7.476.129.935;9.107.875.266;1
920;2.398.433.906;6.275.891.915;1.520.309.065;7.679.535.619;876.330.421;1
511;2.006.120.431;3.652.076.431;2.029.915.976;8.179.345.788;7.099.899.846;0
857;4.282.232.003;4.359.543.456;2.332.933.949;7.683.395.017;8.824.151.744;0
704;2.681.493.934;6.096.338.734;6.413.360.328;8.621.312.045;7.763.799.443;0
556;3.877.828.698;6.945.098.344;1.732.856.217;7.598.257.958;8.061.404.761;1
1043;3.271.046.877;3.684.830.371;1.647.410.847;7.574.725.904;8.727.825.072;1
988;3.254.715.901;3.459.935.502;2.174.546.059;75.825.926;7.800.025.957;1
498;4.309.762.268;1.859.656.914;1.513.050.902;8.119.824.562;6.967.134.846;1
570;435.350.562;6.301.298.082;4.335.199.327;7.782.858.189;8.020.718.764;0
1368;4.431.744.934;4.734.390.053;2.004.665.223;7.872.311.649;7.763.564.218;0
689;4.038.306.957;9.429.847.607;2.594.671.608;7.549.630.343;8.336.869.515;0
566;3.357.367.432;5.904.950.411;1.204.707.718;8.560.069.278;7.468.854.382;1
566;3.168.412.343;7.185.627.048;1.654.231.284;7.338.075.253;7.368.629.146;1
427;2.714.026.885;5.812.856.164;1.887.839.957;7.628.183.765;7.269.599.236;0
753;3.937.265.491;7.991.055.944;254.082.731;7.837.441.454;7.959.108.174;1
540;2.914.789.363;6.295.586.574;3.622.190.192;7.995.276.243;7.952.913.632;1
719;2.363.266.294;102.837.474;2.760.560.994;7.658.897.321;7.201.574.471;1
507;2.813.954.192;8.454.621.824;1.911.499.117;7.655.782.685;7.606.720.594;1
1220;459.598.211;5.195.618.486;2.322.148.435;738.512.543;6.946.282.693;1
1128;2.316.545.023;5.769.000.234;3.836.800.274;7.294.469.931;8.199.832.656;1
1269;2.247.725.571;5.532.223.357;0.912368819;7.445.936.275;852.270.933;1
876;2.651.584.097;7.795.454.353;1.460.266.682;7.596.699.028;8.055.247.065;1
655;3.714.818.525;52.731.771;5.482.187.874;7.475.097.756;7.938.787.362;1
1172;2.312.382.992;1.464.872.594;1.512.579.853;7.683.109.519;8.323.966.098;1
995;4.685.973.202;869.713.596;1.805.719.153;7.508.710.777;7.357.732.873;0
554;4.558.723.581;5.033.936.224;2.746.800.764;8.196.371.485;7.955.500.937;0
900;298.766.319;9.280.268.015;3.003.471.836;8.461.110.267;8.579.366.559;0
635;4.724.717.655;4.707.666.811;1.497.196.296;7.531.295.277;7.843.010.314;1
610;3.108.668.686;5.654.228.036;2.475.600.225;7.504.818.021;8.409.431.173;0
955;4.556.743.732;8.191.039.947;1.424.944.112;7.661.433.443;8.537.700.633;0
571;2.114.661.304;6.441.973.218;2.098.913.834;7.824.561.281;8.688.726.093;1
952;5.186.563.543;1.154.403.985;2.012.000.386;7.813.477.264;7.984.592.236;1
401;2.597.741.267;7.165.777.827;1.543.599.381;8.320.462.452;7.908.860.967;1
559;3.952.643.963;6.019.434.705;1.897.683.538;8.497.884.786;7.176.948.738;1
797;3.053.651.885;1.109.805.268;2.433.210.904;7.936.840.471;9.090.405.948;0
489;2.391.037.432;8.914.555.293;2.039.664.096;8.102.690.983;7.579.034.123;1
737;2.938.283.158;5.676.180.236;2.483.938.745;7.576.882.939;7.918.684.029;1
389;3.697.421.417;6.723.827.514;2.368.377.239;8.037.223.631;732.419.916;1
948;2.515.642.937;5.572.460.811;3.586.993.474;7.828.542.202;8.775.043.133;1
982;4.944.414.389;4.741.718.423;3.219.038.264;7.718.963.106;7.845.797.365;1
613;2.396.924.733;9.335.959.128;3.038.432.736;7.571.579.497;7.689.185.781;1
993;4.589.631.185;5.981.373.028;5.091.914.931;7.689.073.111;7.319.463.809;0
1213;2.665.652.719;8.282.259.906;2.225.345.875;7.654.924.155;8.226.812.458;0
881;3.040.111.417;5.378.294.979;1.936.709.283;7.512.475.897;7.906.150.221;1
650;3.662.060.493;8.389.033.073;1.392.102.322;842.460.953;8.221.024.467;1
864;3.055.256.979;8.636.162.956;1.298.072.105;7.595.000.707;7.252.266.264;1
454;3.548.774.973;1.095.771.678;1.619.848.517;8.063.069.422;8.782.862.143;1
1624;4.627.844.681;4.115.208.472;4.125.791.033;7.844.016.474;8.298.287.501;0
709;3.503.475.369;218.503.475;1.484.054.815;7.499.447.338;758.020.608;1
596;31.524.415;5.886.543.781;6.846.907.067;828.851.505;8.576.071.536;1
986;1.942.899.911;5.536.674.662;2.402.848.057;850.414.188;7.572.589.961;1
940;4.541.019.589;7.157.921.595;1.406.744.949;7.664.209.588;72.079.196;1
939;3.300.785.191;9.631.912.263;2.715.128.579;7.703.566.089;8.259.231.081;0
983;1.634.180.382;6.677.301.422;1.575.934.175;8.120.702.891;8.463.572.009;0
776;5.116.611.577;6.293.088.158;2.598.070.174;7.689.884.201;7.960.237.277;1
544;2.134.590.473;1.366.845.148;2.883.145.347;7.676.065.487;7.711.738.637;1
1177;4.472.481.294;6.774.419.367;2.545.347.695;7.697.832.451;8.405.303.486;1
1365;2.454.090.672;1.190.938.992;2.299.424.614;7.656.408.782;905.335.412;1
670;2.898.378.477;5.922.107.067;2.905.567.821;7.411.879.542;6.773.687.329;1
707;3.962.842.996;4.811.551.358;2.065.830.042;8.623.519.925;7.757.748.299;0
717;4.116.892.849;1.679.634.963;2.685.333.004;7.556.971.941;6.775.776.057;0
1046;5.104.723.393;817.765.482;2.772.794.321;7.808.078.553;786.634.201;1
640;3.134.981.046;486.473.238;152.915.882;7.822.159.539;8.833.477.347;0
1224;439.795.887;6.005.172.951;1.690.140.192;8.110.462.846;7.427.548.931;0
858;3.632.693.476;8.089.761.278;3.042.081.583;7.719.968.794;8.332.923.679;1
945;4.776.870.802;1.146.385.568;2.438.396.492;7.894.105.116;7.989.839.768;0
1222;2.705.563.277;9.172.780.694;1.140.930.356;7.478.249.221;8.121.257.729;1
441;3.808.775.932;5.140.560.669;1.466.704.056;8.373.285.296;6.899.992.905;1
684;3.523.512.199;6.243.710.716;2.425.718.224;7.897.785.535;7.679.260.677;1
966;4.558.405.317;4.413.288.269;0.930482058;7.744.917.091;8.175.038.651;1
927;4.109.963.017;6.492.632.607;3.775.355.493;7.616.434.639;8.132.355.659;1
748;3.479.798.475;6.874.130.646;1.724.043.422;7.574.998.436;812.514.789;0
890;4.267.518.884;7.579.315.421;311.351.542;7.510.540.767;6.637.615.467;1
1323;4.023.417.046;5.895.854.035;0.917259095;7.723.825.249;7.643.241.851;0
780;4.034.617.736;6.600.105.195;2.756.357.956;7.536.950.028;7.422.535.894;0
499;456.508.238;1.762.938.744;3.653.318.042;7.671.846.006;7.814.891.709;1
486;2.565.510.759;5.844.720.549;2.913.557.329;7.630.859.395;7.086.994.857;1
825;4.050.029.228;396.858.982;4.189.222.315;7.883.791.366;7.410.197.386;1
1123;2.510.030.705;4.805.059.471;2.114.021.803;8.111.016.181;8.527.638.146;0
444;3.921.870.192;4.667.850.017;4.385.393.273;814.621.124;7.595.303.795;0
784;2.505.125.429;1.021.192.237;1.589.329.281;7.714.731.565;7.377.889.101;0
685;2.662.890.679;9.222.772.031;1.505.571.644;7.553.709.529;8.094.533.477;0
741;5.148.937.423;7.884.130.933;1.605.472.659;7.737.568.173;7.589.154.992;0
1458;3.358.278.627;951.353.904;1.117.859.353;768.239.605;6.891.954.676;0
1174;4.446.806.072;6.123.803.063;1.443.480.707;8.179.208.419;8.036.781.364;0
488;4.092.325.018;7.067.902.341;3.462.706.596;8.218.645.487;742.964.759;1
1498;2.500.590.692;823.066.188;2.969.963.074;7.425.978.617;746.525.418;0
1069;4.227.350.501;5.815.929.788;2.015.980.398;7.751.033.156;8.585.711.913;1
769;457.314.444;6.256.969.516;1.824.474.713;7.800.198.859;8.674.290.217;1
506;4.323.219.518;8.087.890.753;2.379.412.403;7.684.577.999;815.492.863;0
710;3.457.948.816;3.819.852.073;1.406.157.139;7.551.787.329;7.172.706.926;0
1041;2.383.582.757;8.002.262.041;2.501.934.417;7.622.378.479;7.628.457.592;0
595;4.004.848.952;7.339.799.131;3.195.339.371;7.464.212.803;7.953.940.691;1
672;3.250.653.972;6.509.123.443;1.338.098.095;7.558.832.393;84.021.011;1
760;478.276.009;4.614.520.971;1.990.240.322;7.506.874.646;7.732.862.948;1
540;4.298.623.969;7.804.885.971;0.844146829;7.878.180.445;8.873.614.237;1
824;195.022.834;4.579.475.128;1.679.170.176;7.296.343.397;7.498.151.866;0
839;2.721.369.438;1.565.932.035;2.012.411.617;7.488.821.275;8.309.731.822;0
553;3.318.821.747;5.178.718.791;223.184.403;7.915.631.897;7.152.427.706;1
521;2.884.328.619;104.875.367;2.480.098.605;8.216.891.916;8.205.082.109;1
872;4.811.943.954;3.247.426.484;232.034.472;7.383.117.427;6.678.102.086;1
708;2.225.989.993;1.558.855.714;1.704.898.073;7.771.675.147;8.286.072.938;0
495;199.606.151;8.802.410.983;2.749.026.633;7.424.747.408;7.819.365.093;0
781;3.887.231.418;7.058.079.885;4.942.378.187;8.334.979.164;7.562.591.915;0
769;3.112.656.994;7.250.425.958;1.622.932.395;7.570.776.241;7.316.322.133;1
796;5.402.987.168;1.126.504.923;1.719.472.029;8.022.599.975;7.754.319.791;1
518;3.356.698.969;5.673.927.541;5.347.962.948;8.284.500.512;7.478.956.006;0
730;0.806677764;8.829.945.116;2.587.083.573;7.767.612.691;7.977.150.769;1
493;499.841.145;586.118.924;1.689.545.668;7.800.633.433;7.146.006.829;0
1367;2.375.259.932;3.814.969.613;1.893.180.376;8.521.122.202;7.292.516.551;1
841;1.974.079.421;4.432.139.776;2.742.630.482;7.818.936.367;9.203.453.327;0
724;4.336.201.027;1.840.439.266;3.025.845.312;7.567.278.685;6.452.201.579;1
790;3.295.898.524;6.806.455.047;2.305.842.976;75.557.419;8.212.188.053;1
1179;2.773.444.161;1.192.391.761;1.520.272.382;7.860.060.114;8.682.538.071;1
572;3.499.791.875;1.002.099.976;2.171.940.409;7.748.390.011;7.883.529.049;1
1114;4.655.058.494;8.335.366.578;2.441.581.852;7.610.991.325;6.813.396.722;1
1324;2.549.917.189;6.843.022.756;5.814.004.296;7.767.762.816;906.761.544;0
570;353.442.043;6.775.871.458;1.670.254.848;7.609.426.267;6.738.147.537;1
702;3.980.419.224;4.936.670.394;4.963.551.247;7.700.555.139;7.773.462.796;0
849;3.648.788.884;3.980.030.876;2.289.135.225;7.538.287.528;7.401.859.308;1
1083;4.867.080.395;4.984.865.361;249.639.962;8.190.804.994;8.106.430.222;0
928;3.884.393.319;4.379.254.847;2.510.572.571;7.613.169.115;8.422.129.847;1
1503;4.055.145.098;7.660.618.857;2.034.247.198;858.441.739;7.508.941.531;1
1264;2.625.855.571;2.231.241.928;1.013.544.602;8.292.115.807;7.234.779.552;0
845;3.547.397.046;1.042.771.289;5.890.522.934;8.242.512.533;8.149.525.633;1
662;3.432.319.536;5.771.207.179;1.366.196.681;7.564.799.944;7.710.967.189;1
508;323.516.795;7.082.255.553;1.628.980.048;7.657.803.677;7.034.590.943;1
651;4.529.037.769;105.482.005;1.711.627.148;7.594.700.404;8.590.598.423;0
979;410.161.512;5.916.388.502;2.158.568.809;783.950.831;8.334.531.101;0
391;4.298.077.699;9.091.678.928;1.885.018.147;7.450.436.786;6.507.200.665;1
823;2.305.869.257;5.791.692.408;1.310.673.629;8.416.009.099;7.679.217.361;1
475;4.572.998.944;4.625.491.887;1.856.133.154;7.460.773.297;7.659.712.086;1
433;293.943.991;9.806.853.099;2.211.751.516;7.546.269.874;7.119.539.026;1
418;2.068.984.226;888.915.356;3.130.559.869;7.525.964.183;6.907.170.305;1
374;2.658.585.958;447.246.431;1.460.396.514;7.834.133.603;7.027.558.923;1
2106;3.554.431.717;8.028.974.096;553.882.473;7.557.512.008;7.970.319.122;1
898;4.667.148.157;4.458.939.022;1.949.966.937;7.728.118.994;860.705.564;0
1036;5.575.966.317;4.540.204.773;0.433955236;7.850.870.365;8.205.569.896;0
366;3.683.237.787;130.888.004;2.613.728.703;7.412.167.863;7.307.023.911;1
1151;3.823.749.483;6.782.069.587;1.696.296.356;7.872.529.532;7.168.662.393;1
818;3.038.169.508;1.167.876.037;1.787.921.654;7.527.512.194;7.072.179.288;1
826;4.772.676.069;6.251.811.122;2.514.947.486;7.846.109.954;6.622.690.036;1
418;2.034.217.776;5.545.056.908;2.038.938.813;7.487.671.206;8.534.802.752;0
698;2.571.703.545;341.711.787;3.206.592.712;7.480.115.672;8.130.739.568;1
503;3.685.981.525;4.828.983.868;3.726.592.363;8.073.170.059;8.011.781.438;1
890;6.643.937.594;7.938.804.847;200.672.829;7.675.355.211;6.890.266.794;1
815;3.398.934.493;5.062.710.287;3.444.165.345;7.671.435.384;72.863.448;1
525;4.571.708.551;8.392.399.638;1.507.325.641;7.813.850.569;7.871.295.511;1
874;4.345.579.518;3.844.593.155;3.148.286.176;7.680.030.216;8.694.324.687;0
785;2.988.845.485;7.196.552.753;1.724.335.024;7.649.948.233;8.723.846.131;0
770;4.421.013.717;7.489.076.494;2.021.791.046;738.544.458;6.780.928.918;1
486;5.489.293.527;705.345.793;2.016.004.365;7.456.897.072;7.283.059.708;1
1115;4.154.098.848;7.174.585.523;1.456.888.245;7.903.588.711;8.973.856.558;0
700;1.959.007.999;7.236.949.519;2.912.914.296;737.988.241;7.778.665.356;1
1204;3.275.877.922;6.371.459.459;4.595.314.246;8.745.970.852;8.768.597.849;0
850;2.656.819.448;4.487.179.536;1.639.153.294;7.770.383.843;8.795.864.538;1
698;3.476.879.104;7.991.031.607;3.444.973.549;7.990.278.932;7.706.859.828;1
984;2.789.044.226;4.608.958.199;1.279.758.516;7.732.214.544;6.731.463.115;1
570;2.692.027.062;8.216.080.305;305.655.145;8.299.695.847;6.707.467.266;1
665;3.764.112.846;6.455.340.631;1.738.514.408;7.499.145.798;7.942.535.182;0
934;3.375.871.511;4.978.306.776;3.037.753.786;7.647.796.701;7.302.120.232;0
538;3.933.711.201;5.577.371.121;1.890.105.228;7.619.402.493;7.158.154.902;1
469;2.353.411.202;4.812.231.902;2.625.579.108;7.684.589.582;8.932.162.689;1
705;1.668.181.577;6.131.495.554;3.951.186.999;7.725.731.457;8.704.221.708;1
548;2.555.122.899;3.877.436.861;1.207.922.933;7.729.869.075;7.080.229.862;1
387;5.080.666.091;5.013.999.026;2.876.388.873;7.363.165.167;73.109.661;1
973;4.560.020.332;5.309.678.148;1.150.929.295;7.602.061.018;7.397.530.974;0
918;0.025207256;8.142.067.236;2.268.655.749;7.674.559.625;8.974.753.635;0
723;2.543.279.941;7.627.576.826;2.655.264.667;8.086.342.323;8.156.291.989;0
656;2.760.956.108;5.485.317.634;154.506.093;759.494.397;7.548.885.825;1
805;2.258.197.819;4.617.645.613;2.757.661.407;7.622.579.387;8.126.034.236;1
673;2.526.507.994;7.441.902.516;2.048.969.961;7.707.561.098;6.892.468.526;0
631;4.683.279.283;5.851.626.116;267.440.911;7.655.166.383;8.281.044.416;1
1032;5.113.708.553;5.488.848.255;3.333.977.571;8.521.707.789;9.191.604.373;0
1182;2.171.086.112;385.966.572;1.577.208.849;773.864.909;8.403.310.818;0
542;2.797.951.987;6.033.567.053;3.184.212.805;7.670.066.646;7.523.780.189;0
525;2.122.041.798;6.844.034.713;2.982.391.717;7.668.171.374;760.412.172;1
943;2.042.534.312;3.918.224.186;2.121.771.168;7.698.620.316;7.421.079.351;1
626;4.712.342.003;6.347.638.986;2.475.455.532;7.983.383.543;7.072.034.358;1
1458;2.822.367.178;9.648.311.585;1.486.810.077;7.712.388.397;8.246.040.328;0
421;405.803.615;3.559.132.556;1.495.241.129;7.683.518.937;7.135.312.887;1
684;5.237.174.013;1.680.582.765;1.057.859.678;7.715.578.035;7.227.290.858;1
574;5.111.936.455;7.517.836.033;3.010.890.474;7.453.326.466;8.748.228.181;1
559;3.008.432.518;6.464.722.901;1.969.986.622;8.406.992.326;8.657.966.933;1
718;2.982.639.554;7.285.500.327;1.241.435.861;7.400.956.199;834.151.669;1
719;2.740.394.578;6.022.168.442;1.823.225.158;7.626.403.864;836.642.412;0
871;544.632.147;5.538.444.092;3.868.734.924;7.561.115.174;7.883.181.307;0
777;2.430.306.091;2.658.692.143;1.269.290.204;8.196.859.719;8.157.992.356;0
575;4.226.721.871;541.634.191;2.395.377.669;7.785.876.478;8.781.845.441;1
863;2.660.221.686;593.784.463;173.004.467;7.840.585.202;8.931.489.489;1
578;4.229.467.625;4.450.983.266;1.823.731.721;7.861.672.862;6.846.882.349;0
663;2.829.152.864;554.692.266;2.112.949.951;7.576.810.004;781.897.164;1
1021;528.430.017;173.682.191;2.525.114.027;7.835.516.712;7.445.489.006;1
570;3.404.578.453;5.855.533.382;25.451.411;7.635.480.602;7.411.618.749;1
1247;31.252.254;1.578.877.246;2.953.711.487;747.436.727;8.353.530.017;1
670;173.853.015;1.200.628.118;159.584.533;764.302.718;8.781.216.792;1
606;2.087.365.457;5.691.801.418;1.146.337.661;7.520.035.181;8.611.883.291;1
569;1.972.276.826;6.765.680.194;2.236.715.966;733.512.018;7.526.903.321;1
788;2.845.933.626;7.570.906.257;2.530.018.854;7.501.089.043;7.646.873.391;0
465;2.711.816.813;3.063.159.672;2.898.217.913;7.686.592.258;7.713.390.132;1
976;298.053.846;651.202.271;3.812.025.381;7.715.576.415;8.370.739.436;0
482;2.205.981.953;6.672.078.483;2.355.789.999;7.822.508.647;9.134.362.371;1
1341;1.913.394.019;6.000.767.031;2.522.922.495;7.768.454.621;8.873.727.578;1
536;4.140.470.469;582.613.423;2.279.011.117;7.589.731.667;7.671.475.165;1
371;2.612.078.412;4.616.556.372;2.076.737.445;7.524.957.303;7.884.993.125;1
373;3.840.742.708;5.187.848.674;6.050.097.514;73.783.673;9.341.113.533;1
770;3.287.439.511;1.346.595.036;3.539.563.716;7.764.394.952;7.361.505.163;0
1089;2.374.183.314;3.679.877.092;334.261.289;7.653.081.221;7.666.750.867;1
712;2.910.770.904;7.611.315.198;1.964.709.147;7.626.881.248;8.128.785.994;1
806;3.946.885.434;2.113.832.551;1.572.568.832;7.492.331.648;7.211.269.162;1
673;1.826.225.607;8.799.340.093;1.239.881.981;7.636.529.124;8.342.322.758;0
498;2.850.985.279;8.230.983.833;2.843.892.404;7.511.149.841;6.924.620.658;1
610;4.426.401.008;3.664.762.213;1.920.005.726;7.770.039.573;7.094.269.831;1
1305;2.454.245.631;4.139.110.373;1.679.915.428;8.232.011.894;7.642.763.968;0
